title,Release_date,Overview,Adult,Vote_count,Vote_average,Popularity,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
City By The Sea,2002-09-06,A man struggling to come to terms with the sins of his father makes the terrible discovery that his own son has fallen into a life of crime in a drama based on a true story. Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past.,False,148,5.8,7.874,40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,13536,"[{""id"": 9826, ""name"": ""murder""}, {""id"": 180668, ""name"": ""homicide detective""}]",en,City By The Sea,A man struggling to come to terms with the sins of his father makes the terrible discovery that his own son has fallen into a life of crime in a drama based on a true story. Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past.,3.4769660000000004,"[{""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Brad Grey Pictures"", ""id"": 10958}, {""name"": ""Sea Breeze Productions Inc."", ""id"": 76490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-06,22433915,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When you're searching for a killer... the last suspect you want to see is your son.,5.7,92
Crossroads,2002-02-15,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",False,277,4.9,7.795,12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,17130,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 515, ""name"": ""women""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1005, ""name"": ""karaoke""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2032, ""name"": ""pop singer""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3687, ""name"": ""graduation""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 11511, ""name"": ""unfaithful boyfriend""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 15291, ""name"": ""on the road""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 33455, ""name"": ""chick flick""}, {""id"": 33922, ""name"": ""pop music""}, {""id"": 33928, ""name"": ""audition""}, {""id"": 173186, ""name"": ""teenage pregnancy""}, {""id"": 181109, ""name"": ""mother daughter estrangement""}, {""id"": 184355, ""name"": ""implied rape""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 191428, ""name"": ""song writing""}]",en,Crossroads,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",6.7033190000000005,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-02-15,61141030,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dreams change. Friends are forever,4.7,158
Bowling for Columbine,2002-10-09,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",False,732,7.6,7.7620000000000005,4000000,"[{""id"": 99, ""name"": ""Documentary""}]",http://www.bowlingforcolumbine.com/index.php,1430,"[{""id"": 279, ""name"": ""usa""}, {""id"": 1329, ""name"": ""canada""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 4277, ""name"": ""to shoot dead""}, {""id"": 5037, ""name"": ""checks and balances""}, {""id"": 7548, ""name"": ""columbine""}, {""id"": 11068, ""name"": ""oklahoma city bombing""}, {""id"": 163656, ""name"": ""gun violence""}, {""id"": 187554, ""name"": ""person running amok""}]",en,Bowling for Columbine,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",11.414843,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""TiMe Film- und TV-Produktions GmbH"", ""id"": 11104}, {""name"": ""Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG"", ""id"": 26136}, {""name"": ""Dog Eat Dog Films"", ""id"": 26137}, {""name"": ""Iconolatry Productions Inc."", ""id"": 26138}, {""name"": ""Salter Street Films International"", ""id"": 26139}, {""name"": ""United Broadcasting Inc."", ""id"": 26140}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-09,35564473,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One nation under the gun.,7.3,453
Big Fat Liar,2002-02-08,"Fourteen-year-old Jason Shepherd has a reputation for stretching the truth. So, when big-time Hollywood producer Marty Wolf steals his class paper and turns it into a smash movie, no one believes Jason's latest tall tale! On a cross-country adventure to set the record straight, Jason and best friend Kaylee devise a high-tech plan to squeeze the truth out of Wolf.",False,360,5.6,7.76,15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,11870,"[{""id"": 776, ""name"": ""screenplay""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 170487, ""name"": ""essay""}, {""id"": 171067, ""name"": ""intellectual property""}]",en,Big Fat Liar,"Fourteen-year-old Jason Shepherd (Muniz) has a reputation for stretching the truth. So, when big-time Hollywood producer Marty Wolf (Paul Giamatti) steals his class paper and turns it into a smash movie, no one believes Jason's latest tall tale! On a cross-country adventure to set the record straight, Jason and best friend Kaylee (Bynes) devise a high-tech plan to squeeze the truth out of Wolf.",9.125594,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-02-08,52970014,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The truth is never overrated,5.6,197
The Eye,2002-05-09,"A blind concert violinist gets a cornea transplant allowing her to see again. However, she gets more than she bargained for when she realizes her new eye can see ghosts. She sets out to find the origins of the cornea and discover the fate of its former host . . .",False,177,6.5,7.755,12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.theeyethefilm.com,9030,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1741, ""name"": ""blindness and impaired vision""}, {""id"": 2480, ""name"": ""eye operation""}, {""id"": 2481, ""name"": ""eyesight""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4484, ""name"": ""eye""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8047, ""name"": ""eye specialist""}, {""id"": 9714, ""name"": ""remake""}]",en,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",11.135734,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""VN Productions"", ""id"": 4622}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-01,56309766,98.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How can you believe your eyes when they're not yours?,5.5,281
Cypher,2002-10-01,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.",False,273,6.8,7.746,7500000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.miramax.com/cypher/,10133,"[{""id"": 848, ""name"": ""double life""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 6129, ""name"": ""company""}, {""id"": 6133, ""name"": ""industry""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 156334, ""name"": ""corporate crime""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 186189, ""name"": ""hidden identity""}, {""id"": 189449, ""name"": ""disorder""}, {""id"": 193305, ""name"": ""dishonesty""}, {""id"": 193554, ""name"": ""power relations""}, {""id"": 206690, ""name"": ""mind and soul""}, {""id"": 207108, ""name"": ""uncover truth""}, {""id"": 207110, ""name"": ""mysterious character""}]",en,Cypher,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.",11.636883000000001,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Pandora Cinema"", ""id"": 185}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-01,0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never forget who you are,6.7,192
Life or Something Like It,2002-04-24,"A reporter Lanie Kerrigan interviews a psychic homeless man for a fluff piece about a football game's score. Instead he tells her that her life has no meaning and is going to end in just a few days, which sparks her to action, trying to change the pattern of her life...",False,227,5.6,7.6160000000000005,40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,16643,[],en,Life or Something Like It,"A reporter Lanie Kerrigan interviews a psychic homeless man for a fluff piece about a football game's score. Instead he tells her that her life has no meaning and is going to end in just a few days, which sparks her to action, trying to change the pattern of her life...",8.980846000000001,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Monarchy Enterprises S.a.r.l."", ""id"": 77845}, {""name"": ""Atchity Entertainment International (AEI)"", ""id"": 81134}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-04-26,16872671,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,5.7,124
The Master of Disguise,2002-08-02,"A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!",False,132,3.7,7.611000000000001,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,13908,"[{""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Master of Disguise,"A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!",4.382761,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-02,0,80.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He can get into any disguise... getting out is another story.,3.7,78
Snow Dogs,2002-01-18,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",False,342,5.4,7.5489999999999995,33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,11888,"[{""id"": 2393, ""name"": ""adoption""}, {""id"": 4010, ""name"": ""log cabin""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 155821, ""name"": ""sled dogs""}]",en,Snow Dogs,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",13.655735,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-18,0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready for mush hour!,5.3,185
Drumline,2002-12-13,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",False,167,6.2,7.535,20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,13497,"[{""id"": 171258, ""name"": ""music rehearsal""}, {""id"": 171260, ""name"": ""fraternity initiation""}, {""id"": 171261, ""name"": ""television broadcast""}, {""id"": 171263, ""name"": ""white male pretending to be black""}, {""id"": 171268, ""name"": ""sorority party""}, {""id"": 171273, ""name"": ""push ups""}]",en,Drumline,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",4.748929,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-13,57588485,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Half time is game time,6.2,116
The Rules of Attraction,2002-10-11,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",False,248,6.4,7.5,4000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,1809,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 171366, ""name"": ""multiple storylines""}]",en,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",11.387335,"[{""name"": ""Kingsgate Films"", ""id"": 770}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-11,0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,We all run on instinct,6.3,168
The Good Girl,2002-01-12,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,False,275,6.0,7.4239999999999995,8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,9962,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 157598, ""name"": ""store""}]",en,The Good Girl,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,9.799177,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Hungry Eye Lowland Pictures B.V."", ""id"": 29602}, {""name"": ""Flan de Coco Films"", ""id"": 29603}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-12,16856124,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's her last best chance... is she going to take it?,6.1,181
8 Women,2002-01-08,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",False,390,7.0,7.398,8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",,1958,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 515, ""name"": ""women""}, {""id"": 2123, ""name"": ""father murder""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 170652, ""name"": ""father figure""}, {""id"": 217324, ""name"": ""murder hunt""}]",fr,8 femmes,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",8.204829,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""Gimages 5"", ""id"": 818}, {""name"": ""Mars Films"", ""id"": 819}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2002-01-08,0,111.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Living in a house full of women can be murder.,6.9,196
Bubba Ho-tep,2002-06-09,"Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death,"" then missed his chance to switch back. He must team up with JFK and fight an ancient Egyptian mummy for the souls of their fellow residents.",False,271,6.8,7.388999999999999,1000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",,9707,"[{""id"": 4170, ""name"": ""john f. kennedy""}, {""id"": 162954, ""name"": ""elvis presley""}]",en,Bubba Ho-tep,"Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death,"" then missed his chance to switch back. He must team up with JFK and fight an ancient Egyptian mummy for the souls of their fellow residents.",9.954848,"[{""name"": ""MGM"", ""id"": 5899}, {""name"": ""Silver Sphere Corporation"", ""id"": 59341}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-09,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The King vs. The King of the Dead.,6.7,191
Spider,2002-12-13,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",False,305,6.6,7.358,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.spiderthemovie.com/,9613,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 2884, ""name"": ""asylum""}, {""id"": 5832, ""name"": ""bed and breakfast place""}, {""id"": 6162, ""name"": ""past""}, {""id"": 6259, ""name"": ""psychopath""}]",en,Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",6.948401,"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Metropolitan Films"", ""id"": 16419}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""Odeon Films"", ""id"": 22209}, {""name"": ""Catherine Bailey Ltd."", ""id"": 46694}, {""name"": ""Artists Independent Network"", ""id"": 46695}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-12-13,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only thing worse than losing your mind... is finding it again.,6.4,168
John Q,2002-02-15,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",False,1016,7.1,7.347,36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,8470,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 1786, ""name"": ""heart attack""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2690, ""name"": ""heart disease""}, {""id"": 7188, ""name"": ""hostage-taking""}, {""id"": 11612, ""name"": ""hospital""}]",en,John Q,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",27.465433,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Burg/Koules Productions"", ""id"": 17106}, {""name"": ""Evolution Entertainment"", ""id"": 23019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-02-15,102244770,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Give a father no options and you leave him no choice.,7.0,594
The New Guy,2002-05-10,"Nerdy high school senior Dizzy Harrison has finally gotten lucky -- after purposely getting expelled, he takes lessons in 'badass cool' from a convict and enrolls at a new school. But can he keep up the ruse?",False,242,5.6,7.337000000000001,13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.sonypictures.com/movies/thenewguy/,10985,"[{""id"": 378, ""name"": ""prison""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 3090, ""name"": ""loser""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The New Guy,"Nerdy high school senior Dizzy Harrison has finally gotten lucky -- after purposely getting expelled, he takes lessons in 'badass cool' from a convict and enrolls at a new school. But can he keep up the ruse?",13.525704000000001,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Frontier Pictures"", ""id"": 11837}, {""name"": ""Bedlam Pictures"", ""id"": 51753}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-10,0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,A zero will rise.,5.7,151
